#Organism/Name,Kingdom,Group,SubGroup,Plasmid Name,RefSeq,INSDC,Size (Kb),GC%,Protein,rRNA,tRNA,Other RNA,Gene,Pseudogene,Release Date,Modify Date
"Rhizobium leguminosarum bv. trifolii WSM1325",Bacteria,"Proteobacteria","Alphaproteobacteria",pR132502,NC_012858.1,CP001624,660.973,60.8184,619,-,-,-,638,19,2009/06/23,2016/05/13
"Rhizobium leguminosarum bv. trifolii WSM1689",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed,NZ_CP007046.1,CP007046,667.306,60.9442,609,-,-,-,613,4,2015/02/04,2015/08/15
"Rhizobium leguminosarum bv. trifolii WSM1689",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed2,NZ_CP007047.1,CP007047,518.052,61.246,472,-,-,-,481,9,2015/02/04,2015/08/15
"Rhizobium leguminosarum bv. trifolii WSM1689",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed3,NZ_CP007048.1,CP007048,341.391,58.2057,300,-,-,-,317,17,2015/02/04,2015/08/15
"Rhizobium leguminosarum bv. trifolii WSM1689",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed4,NZ_CP007049.1,CP007049,262.704,61.1407,243,-,-,-,246,3,2015/02/04,2015/08/15
"Rhizobium leguminosarum bv. trifolii WSM1689",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed5,NZ_CP007050.1,CP007050,259.408,60.7005,230,-,-,-,234,4,2015/02/04,2015/08/15
"Rhizobium leguminosarum bv. trifolii WSM2304",Bacteria,"Proteobacteria","Alphaproteobacteria",pRLG202,NC_011366.1,CP001193,501.946,61.9581,452,-,-,-,455,3,2008/10/16,2015/07/30
"Rhizobium leguminosarum bv. trifolii WSM2304",Bacteria,"Proteobacteria","Alphaproteobacteria",pRLG201,NC_011368.1,CP001192,1266.11,60.3599,1163,-,-,-,1199,36,2008/10/16,2015/07/30
"Rhizobium leguminosarum bv. trifolii WSM2304",Bacteria,"Proteobacteria","Alphaproteobacteria",pRLG203,NC_011370.1,CP001195,308.747,57.9011,262,-,-,-,269,7,2008/10/16,2015/07/30
"Rhizobium leguminosarum bv. trifolii WSM2304",Bacteria,"Proteobacteria","Alphaproteobacteria",pRLG204,NC_011371.1,CP001194,257.956,61.3868,220,-,-,-,221,1,2008/10/16,2015/07/30
"Rhizobium leguminosarum bv. viciae 3841",Bacteria,"Proteobacteria","Alphaproteobacteria",pRL12,NC_008378.1,AM236086,870.021,61.0247,781,-,-,-,786,5,2006/05/04,2016/07/19
"Rhizobium leguminosarum bv. viciae 3841",Bacteria,"Proteobacteria","Alphaproteobacteria",pRL9,NC_008379.1,AM236083,352.782,60.9909,302,-,-,-,311,9,2006/05/04,2016/07/19
"Rhizobium leguminosarum bv. viciae 3841",Bacteria,"Proteobacteria","Alphaproteobacteria",pRL10,NC_008381.1,AM236084,488.135,59.6044,437,-,-,-,464,27,2006/05/04,2016/07/19
"Rhizobium leguminosarum bv. viciae 3841",Bacteria,"Proteobacteria","Alphaproteobacteria",pRL7,NC_008382.1,AM236081,151.564,57.6219,132,-,-,-,154,22,2006/05/04,2016/07/19
"Rhizobium leguminosarum bv. viciae 3841",Bacteria,"Proteobacteria","Alphaproteobacteria",pRL8,NC_008383.1,AM236082,147.463,58.7449,135,-,-,-,139,4,2006/05/04,2016/07/19
"Rhizobium leguminosarum bv. viciae 3841",Bacteria,"Proteobacteria","Alphaproteobacteria",pRL11,NC_008384.1,AM236085,684.202,60.9728,629,-,-,-,638,9,2006/05/04,2016/07/19
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaN261a,NZ_CP013581.1,CP013581,349.796,61.9272,333,-,-,-,337,4,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaN261b,NZ_CP013582.1,CP013582,427.855,62.2695,387,-,-,-,389,2,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaN261c,NZ_CP013583.1,CP013583,429.574,58.0561,350,-,-,-,383,33,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaN261d,NZ_CP013584.1,CP013584,1074.79,60.9539,974,-,-,-,1001,27,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaN831a,NZ_CP013564.1,CP013564,340.631,61.726,322,-,-,-,330,8,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaN831b,NZ_CP013565.1,CP013565,431.484,62.1316,392,-,-,-,399,7,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaN831c,NZ_CP013566.1,CP013566,453.258,57.884,372,-,-,-,410,38,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaN831d,NZ_CP013567.1,CP013567,1165.89,61.142,1056,-,-,-,1087,31,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaN161a,NZ_CP013586.1,CP013586,354.689,61.8003,332,-,-,-,337,5,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaN161b,NZ_CP013587.1,CP013587,395.855,57.9629,323,-,-,-,354,31,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaN161c,NZ_CP013588.1,CP013588,407.297,62.354,367,-,-,-,371,4,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaN161d,NZ_CP013589.1,CP013589,1048.06,61.2018,927,-,-,-,957,30,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaR744a,NZ_CP013523.1,CP013523,256.181,57.8411,206,-,-,-,214,8,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaR744b,NZ_CP013524.1,CP013524,343.4,61.7568,325,-,-,-,329,4,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaR744c,NZ_CP013525.1,CP013525,407.814,62.3066,365,-,-,-,372,7,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaR744d,NZ_CP013526.1,CP013526,1195.49,60.9807,1082,-,-,-,1111,29,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaR630a,NZ_CP013538.1,CP013538,344.843,61.8438,327,-,-,-,330,3,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaR630b,NZ_CP013539.1,CP013539,421.824,62.2532,374,-,-,-,381,7,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaR630c,NZ_CP013540.1,CP013540,442.592,58.0354,359,-,1,-,390,30,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaR630d,NZ_CP013541.1,CP013541,1144.41,60.9175,1024,-,-,-,1045,21,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaR723a,NZ_CP013528.1,CP013528,349.793,61.9278,333,-,-,-,337,4,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaR723b,NZ_CP013529.1,CP013529,427.855,62.2704,386,-,-,-,388,2,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaR723c,NZ_CP013530.1,CP013530,429.574,58.0571,352,-,-,-,385,33,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaR723d,NZ_CP013531.1,CP013531,1074.8,60.9539,974,-,-,-,1000,26,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaR620a,NZ_CP013543.1,CP013543,356.39,61.7318,337,-,-,-,341,4,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaR620b,NZ_CP013544.1,CP013544,355.825,57.9251,309,-,-,-,330,21,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaR620c,NZ_CP013545.1,CP013545,413.449,62.3322,379,-,-,-,382,3,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaR620d,NZ_CP013546.1,CP013546,1080.73,61.0764,974,-,-,-,995,21,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaN931a,NZ_CP013553.1,CP013553,340.631,61.7266,321,-,-,-,329,8,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaN931b,NZ_CP013554.1,CP013554,431.484,62.1312,391,-,-,-,398,7,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaN931c,NZ_CP013555.1,CP013555,453.545,57.8833,370,-,-,-,408,38,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaN931d,NZ_CP013556.1,CP013556,1165.89,61.142,1054,-,-,-,1085,31,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaN671a,NZ_CP013575.1,CP013575,96.338,56.6329,118,-,-,-,120,2,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaN671b,NZ_CP013576.1,CP013576,352.133,61.7619,332,-,-,-,335,3,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaN671c,NZ_CP013577.1,CP013577,414.617,62.3397,380,-,-,-,385,5,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaN671d,NZ_CP013578.1,CP013578,459.642,57.9553,380,-,-,-,416,36,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaN671e,NZ_CP013579.1,CP013579,1189.37,60.888,1076,-,-,-,1111,35,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaR650a,NZ_CP013533.1,CP013533,352.129,61.7603,331,-,-,-,335,4,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaR650b,NZ_CP013534.1,CP013534,413.457,62.3308,380,-,-,-,382,2,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaR650c,NZ_CP013535.1,CP013535,435.286,58.0333,355,-,-,-,385,30,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaR650d,NZ_CP013536.1,CP013536,990.934,61.2316,886,-,-,-,909,23,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaN771a,NZ_CP013569.1,CP013569,96.338,56.6329,117,-,-,-,119,2,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaN771b,NZ_CP013570.1,CP013570,352.133,61.7622,332,-,-,-,335,3,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaN771c,NZ_CP013571.1,CP013571,414.617,62.3404,379,-,-,-,384,5,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaN671d,NZ_CP013572.1,CP013572,459.642,57.9553,375,-,-,-,409,34,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaN771e,NZ_CP013573.1,CP013573,1189.37,60.8878,1079,-,-,-,1115,36,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaN841a,NZ_CP013558.1,CP013558,81.923,56.9425,99,-,-,-,100,1,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaN841b,NZ_CP013559.1,CP013559,351.351,61.6913,333,-,-,-,338,5,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaN841c,NZ_CP013560.1,CP013560,407.882,62.256,365,-,-,-,368,3,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaN841d,NZ_CP013561.1,CP013561,433.209,57.9277,362,-,-,-,393,31,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphaN841e,NZ_CP013562.1,CP013562,1201.42,60.8432,1095,-,-,-,1133,38,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRetR611a,NZ_CP013548.1,CP013548,352.129,61.7595,331,-,-,-,335,4,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRetR611b,NZ_CP013549.1,CP013549,413.457,62.3305,380,-,-,-,382,2,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRetR611c,NZ_CP013550.1,CP013550,414.08,58.1296,338,-,-,-,367,29,2016/06/21,2016/06/21
"Rhizobium phaseoli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRetR611d,NZ_CP013551.1,CP013551,990.934,61.2316,886,-,-,-,909,23,2016/06/21,2016/06/21
"Rhizobium phaseoli Ch24-10",Bacteria,"Proteobacteria","Alphaproteobacteria",pRphCh2410a,NZ_CM003278.1,CM003278,367.697,61.7818,344,-,-,-,351,7,2015/05/20,2016/11/03
"Rhizobium sp. IRBG74",Bacteria,"Proteobacteria","Alphaproteobacteria",III,NC_022536.1,HG518324,584.965,57.484,542,-,-,-,574,32,2013/10/09,2016/08/01
"Rhizobium sp. N113",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN113a,NZ_CP013518.1,CP013518,315.151,61.6857,299,-,-,-,301,2,2016/06/21,2016/06/21
"Rhizobium sp. N113",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN113b,NZ_CP013519.1,CP013519,435.821,57.8008,353,-,-,-,392,39,2016/06/21,2016/06/21
"Rhizobium sp. N113",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN113c,NZ_CP013520.1,CP013520,501.077,61.857,463,-,-,-,470,7,2016/06/21,2016/06/21
"Rhizobium sp. N113",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN113d,NZ_CP013521.1,CP013521,755.598,60.9646,670,-,-,-,694,24,2016/06/21,2016/06/21
"Rhizobium sp. N1314",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN1314a,NZ_CP013512.1,CP013512,162.302,61.4225,148,-,-,-,149,1,2016/06/21,2016/06/21
"Rhizobium sp. N1314",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN1314b,NZ_CP013513.1,CP013513,336.117,61.1367,310,-,-,-,316,6,2016/06/21,2016/06/21
"Rhizobium sp. N1314",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN1314c,NZ_CP013514.1,CP013514,433.217,57.9299,364,-,-,-,394,30,2016/06/21,2016/06/21
"Rhizobium sp. N1314",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN1314d,NZ_CP013515.1,CP013515,488.795,61.6467,440,-,-,-,448,8,2016/06/21,2016/06/21
"Rhizobium sp. N1314",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN1314e,NZ_CP013516.1,CP013516,506.687,62.0034,472,-,-,-,475,3,2016/06/21,2016/06/21
"Rhizobium sp. N1341",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN1341a,NZ_CP013506.1,CP013506,80.368,57.4047,114,-,-,-,114,-,2016/06/21,2016/06/21
"Rhizobium sp. N1341",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN1341b,NZ_CP013507.1,CP013507,314.785,61.6859,298,-,-,-,301,3,2016/06/21,2016/06/21
"Rhizobium sp. N1341",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN1341c,NZ_CP013508.1,CP013508,434.334,57.7751,353,-,-,-,390,37,2016/06/21,2016/06/21
"Rhizobium sp. N1341",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN1341d,NZ_CP013509.1,CP013509,501.077,61.8568,464,-,-,-,471,7,2016/06/21,2016/06/21
"Rhizobium sp. N1341",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN1341e,NZ_CP013510.1,CP013510,751.351,60.9786,667,-,-,-,690,23,2016/06/21,2016/06/21
"Rhizobium sp. N324",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN324a,NZ_CP013631.1,CP013631,305.839,62.1866,293,-,-,-,296,3,2016/06/21,2016/06/21
"Rhizobium sp. N324",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN324b,NZ_CP013632.1,CP013632,407.833,60.9943,369,-,-,-,376,7,2016/06/21,2016/06/21
"Rhizobium sp. N324",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN324c,NZ_CP013633.1,CP013633,447.145,57.9119,361,-,-,-,397,36,2016/06/21,2016/06/21
"Rhizobium sp. N324",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN324d,NZ_CP013634.1,CP013634,504.141,62.0324,473,-,-,-,479,6,2016/06/21,2016/06/21
"Rhizobium sp. N324",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN324e,NZ_CP013635.1,CP013635,667.63,61.362,586,-,-,-,593,7,2016/06/21,2016/06/21
"Rhizobium sp. N541",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN541a,NZ_CP013637.1,CP013637,300.955,62.1342,289,-,-,-,292,3,2016/06/23,2016/06/23
"Rhizobium sp. N541",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN541b,NZ_CP013638.1,CP013638,408.857,60.9871,364,-,-,-,374,10,2016/06/23,2016/06/23
"Rhizobium sp. N541",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN541d,NZ_CP013641.1,CP013641,504.214,62.0249,479,-,-,-,486,7,2016/06/23,2016/06/23
"Rhizobium sp. N541",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN541e,NZ_CP013642.1,CP013642,661.871,61.3481,578,-,-,-,590,12,2016/06/23,2016/06/23
"Rhizobium sp. N621",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN621a,NZ_CP013496.1,CP013496,315.154,61.6905,299,-,-,-,301,2,2016/06/21,2016/06/21
"Rhizobium sp. N621",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN621b,NZ_CP013497.1,CP013497,439.584,57.8065,355,-,-,-,394,39,2016/06/21,2016/06/21
"Rhizobium sp. N621",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN621c,NZ_CP013498.1,CP013498,501.077,61.857,464,-,-,-,471,7,2016/06/21,2016/06/21
"Rhizobium sp. N621",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN621d,NZ_CP013499.1,CP013499,742.499,61.0363,664,-,-,-,686,22,2016/06/21,2016/06/21
"Rhizobium sp. N6212",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN6212a,NZ_CP013491.1,CP013491,315.154,61.6911,299,-,-,-,301,2,2016/06/21,2016/06/21
"Rhizobium sp. N6212",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN6212b,NZ_CP013492.1,CP013492,438.384,57.8201,355,-,-,-,394,39,2016/06/21,2016/06/21
"Rhizobium sp. N6212",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN6212c,NZ_CP013493.1,CP013493,501.077,61.857,463,-,-,-,470,7,2016/06/21,2016/06/21
"Rhizobium sp. N6212",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN6212d,NZ_CP013494.1,CP013494,742.499,61.0363,664,-,-,-,686,22,2016/06/21,2016/06/21
"Rhizobium sp. N731",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN731a,NZ_CP013602.1,CP013602,162.302,61.4225,148,-,-,-,149,1,2016/06/21,2016/06/21
"Rhizobium sp. N731",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN731b,NZ_CP013603.1,CP013603,336.117,61.1373,310,-,-,-,316,6,2016/06/21,2016/06/21
"Rhizobium sp. N731",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN731c,NZ_CP013604.1,CP013604,433.219,57.9301,361,-,-,-,391,30,2016/06/21,2016/06/21
"Rhizobium sp. N731",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN731d,NZ_CP013605.1,CP013605,488.789,61.6471,440,-,-,-,448,8,2016/06/21,2016/06/21
"Rhizobium sp. N731",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN731e,NZ_CP013606.1,CP013606,506.687,62.0034,472,-,-,-,475,3,2016/06/21,2016/06/21
"Rhizobium sp. N741",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN741a,NZ_CP013596.1,CP013596,80.368,57.4047,115,-,-,-,115,-,2016/06/21,2016/06/21
"Rhizobium sp. N741",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN741b,NZ_CP013597.1,CP013597,314.785,61.6862,299,-,-,-,302,3,2016/06/21,2016/06/21
"Rhizobium sp. N741",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN741c,NZ_CP013598.1,CP013598,433.134,57.7902,349,-,-,-,386,37,2016/06/21,2016/06/21
"Rhizobium sp. N741",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN741d,NZ_CP013599.1,CP013599,501.077,61.8568,463,-,-,-,470,7,2016/06/21,2016/06/21
"Rhizobium sp. N741",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN741e,NZ_CP013600.1,CP013600,752.91,60.9684,668,-,-,-,691,23,2016/06/21,2016/06/21
"Rhizobium sp. N871",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN871a,NZ_CP013591.1,CP013591,315.154,61.687,299,-,-,-,301,2,2016/06/21,2016/06/21
"Rhizobium sp. N871",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN871b,NZ_CP013592.1,CP013592,433.056,57.7868,355,-,-,-,392,37,2016/06/21,2016/06/21
"Rhizobium sp. N871",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN871c,NZ_CP013593.1,CP013593,501.077,61.8576,463,-,-,-,470,7,2016/06/21,2016/06/21
"Rhizobium sp. N871",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN871d,NZ_CP013594.1,CP013594,752.94,60.9686,668,-,-,-,691,23,2016/06/21,2016/06/21
"Rhizobium sp. N941",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN941a,NZ_CP013644.1,CP013644,300.955,62.1342,289,-,-,-,292,3,2016/06/23,2016/06/23
"Rhizobium sp. N941",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN941b,NZ_CP013645.1,CP013645,408.857,60.9873,365,-,-,-,375,10,2016/06/23,2016/06/23
"Rhizobium sp. N941",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN941d,NZ_CP013648.1,CP013648,505.351,62.0357,478,-,-,-,485,7,2016/06/23,2016/06/23
"Rhizobium sp. N941",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN941e,NZ_CP013649.1,CP013649,661.872,61.3466,580,-,-,-,591,11,2016/06/23,2016/06/23
"Rhizobium sp. NT-26",Bacteria,"Proteobacteria","Alphaproteobacteria",NT26_p1,NZ_FO082821.1,FO082821,322.264,60.1898,309,-,-,-,322,13,2012/12/16,2016/08/01
"Rhizobium sp. NT-26",Bacteria,"Proteobacteria","Alphaproteobacteria",NT26_p2,NZ_FO082822.1,FO082822,15.43,62.0933,16,-,-,-,18,2,2012/12/16,2016/08/01
"Rhizobium tropici CIAT 899",Bacteria,"Proteobacteria","Alphaproteobacteria",pRtrCIAT899a,NC_020060.1,CP004016,216.61,58.6243,196,-,-,-,206,10,2013/01/03,2015/08/14
"Rhizobium tropici CIAT 899",Bacteria,"Proteobacteria","Alphaproteobacteria",pRtrCIAT899b,NC_020061.1,CP004017,549.467,57.624,473,-,-,-,515,42,2013/01/03,2015/08/14
"Rhizobium tropici CIAT 899",Bacteria,"Proteobacteria","Alphaproteobacteria",pRtrCIAT899c,NC_020062.1,CP004018,2083.2,59.3562,1848,-,-,-,1876,28,2013/01/03,2015/08/14
"Rhizoctonia solani",Eukaryota,"Fungi","Basidiomycetes",pRS64-2,NC_004983.1,D88538,2.877,47.3062,-,-,-,-,-,-,2003/07/07,2008/03/07
"Rhodobacter blasticus",Bacteria,"Proteobacteria","Alphaproteobacteria",pMG160,NC_004527.1,AB082959,3.431,67.0358,3,-,-,-,3,-,2003/01/14,2014/12/18
"Rhodobacter capsulatus SB 1003",Bacteria,"Proteobacteria","Alphaproteobacteria",pRCB133,NC_014035.1,CP001313,132.962,66.4656,134,-,-,-,142,8,2010/04/14,2015/08/12
"Rhodobacter sp. LPB0142",Bacteria,"Proteobacteria","Alphaproteobacteria",pEJ01,NZ_CP017782.1,CP017782,264.008,62.8534,242,-,-,-,263,21,2016/11/02,2016/11/02
"Rhodobacter sp. LPB0142",Bacteria,"Proteobacteria","Alphaproteobacteria",pEJ02,NZ_CP017783.1,CP017783,29.119,57.7321,20,-,-,-,21,1,2016/11/02,2016/11/02
"Rhodobacter sp. LPB0142",Bacteria,"Proteobacteria","Alphaproteobacteria",pEJ03,NZ_CP017784.1,CP017784,24.776,57.927,16,-,-,-,19,3,2016/11/02,2016/11/02
"Rhodobacter sphaeroides",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed_1,NZ_CP012962.1,CP012962,152.955,64.1692,139,-,-,-,146,7,2016/02/29,2016/02/29
"Rhodobacter sphaeroides",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed_2,NZ_CP012963.1,CP012963,124.323,69.5937,105,-,-,-,109,4,2016/02/29,2016/02/29
"Rhodobacter sphaeroides",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed_3,NZ_CP012964.1,CP012964,114.198,70.0722,99,-,-,-,104,5,2016/02/29,2016/02/29
"Rhodobacter sphaeroides",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed_4,NZ_CP012965.1,CP012965,107.17,63.8602,84,-,-,-,90,6,2016/02/29,2016/02/29
"Rhodobacter sphaeroides",Bacteria,"Proteobacteria","Alphaproteobacteria",a,NZ_CP015212.1,CP015212,152.978,64.1687,135,-,-,-,147,12,2016/07/20,2016/07/20
"Rhodobacter sphaeroides",Bacteria,"Proteobacteria","Alphaproteobacteria",b,NZ_CP015213.1,CP015213,124.345,69.5975,106,-,-,-,109,3,2016/07/20,2016/07/20
