#Organism/Name,Strain,BioSample,BioProject,Group,SubGroup,Size (Mb),GC%,Assembly,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Saccharomyces cerevisiae","wine019",SAMN05190511 ,PRJNA323691,"Fungi","Ascomycetes",12.2035,38.4121,GCA_001737285.1 ,chromosome I:CM004799.1; chromosome II:CM004800.1; chromosome III:CM004801.1; chromosome IV:CM004802.1; chromosome V:CM004803.1; chromosome VI:CM004804.1; chromosome VII:CM004805.1; chromosome VIII:CM004806.1; chromosome IX:CM004807.1; chromosome X:CM004808.1; chromosome XI:CM004809.1; chromosome XII:CM004810.1; chromosome XIII:CM004811.1; chromosome XIV:CM004812.1; chromosome XV:CM004813.1; chromosome XVI:CM004814.1,MBUI01,216,-,-,2016/09/12,2016/09/21,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/285/GCA_001737285.1_ASM173728v1
"Saccharomyces cerevisiae","wine018",SAMN05190510 ,PRJNA323691,"Fungi","Ascomycetes",12.168,38.461,GCA_001737295.2 ,chromosome I:CM004783.2; chromosome II:CM004784.2; chromosome III:CM004785.2; chromosome IV:CM004786.2; chromosome V:CM004787.2; chromosome VI:CM004788.2; chromosome VII:CM004789.2; chromosome VIII:CM004790.2; chromosome IX:CM004791.2; chromosome X:CM004792.2; chromosome XI:CM004793.2; chromosome XII:CM004794.2; chromosome XIII:CM004795.2; chromosome XIV:CM004796.2; chromosome XV:CM004797.2; chromosome XVI:CM004798.2,MBUJ02,186,-,-,2016/09/12,2016/11/09,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/295/GCA_001737295.2_ASM173729v2
"Saccharomyces cerevisiae","wine017",SAMN05190509 ,PRJNA323691,"Fungi","Ascomycetes",12.0749,38.3439,GCA_001737385.2 ,chromosome I:CM004815.2; chromosome II:CM004816.2; chromosome III:CM004817.2; chromosome IV:CM004818.2; chromosome V:CM004819.2; chromosome VI:CM004820.2; chromosome VII:CM004821.2; chromosome VIII:CM004822.2; chromosome IX:CM004823.2; chromosome X:CM004824.2; chromosome XI:CM004825.2; chromosome XII:CM004826.2; chromosome XIII:CM004827.2; chromosome XIV:CM004828.2; chromosome XV:CM004829.2; chromosome XVI:CM004830.2,MBUK02,148,-,-,2016/09/12,2016/11/09,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/385/GCA_001737385.2_ASM173738v2
"Saccharomyces cerevisiae","wine016",SAMN05190508 ,PRJNA323691,"Fungi","Ascomycetes",12.5063,38.2977,GCA_001737395.2 ,chromosome I:CM004831.2; chromosome II:CM004832.2; chromosome III:CM004833.2; chromosome IV:CM004834.2; chromosome V:CM004835.2; chromosome VI:CM004836.2; chromosome VII:CM004837.2; chromosome VIII:CM004838.2; chromosome IX:CM004839.2; chromosome X:CM004840.2; chromosome XI:CM004841.2; chromosome XII:CM004842.2; chromosome XIII:CM004843.2; chromosome XIV:CM004844.2; chromosome XV:CM004845.2; chromosome XVI:CM004846.2,MBUL02,454,-,-,2016/09/12,2016/11/09,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/395/GCA_001737395.2_ASM173739v2
"Saccharomyces cerevisiae","wine015",SAMN05190507 ,PRJNA323691,"Fungi","Ascomycetes",11.8712,38.3226,GCA_001737415.2 ,chromosome I:CM004847.2; chromosome II:CM004848.2; chromosome III:CM004849.2; chromosome IV:CM004850.2; chromosome V:CM004851.2; chromosome VI:CM004852.2; chromosome VII:CM004853.2; chromosome VIII:CM004854.2; chromosome IX:CM004855.2; chromosome X:CM004856.2; chromosome XI:CM004857.2; chromosome XII:CM004858.2; chromosome XIII:CM004859.2; chromosome XIV:CM004860.2; chromosome XV:CM004861.2; chromosome XVI:CM004862.2,MBUM02,57,-,-,2016/09/12,2016/11/09,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/415/GCA_001737415.2_ASM173741v2
"Saccharomyces cerevisiae","wine014",SAMN05190506 ,PRJNA323691,"Fungi","Ascomycetes",11.9019,38.3127,GCA_001737445.2 ,chromosome I:CM004863.2; chromosome II:CM004864.2; chromosome III:CM004865.2; chromosome IV:CM004866.2; chromosome V:CM004867.2; chromosome VI:CM004868.2; chromosome VII:CM004869.2; chromosome VIII:CM004870.2; chromosome IX:CM004871.2; chromosome X:CM004872.2; chromosome XI:CM004873.2; chromosome XII:CM004874.2; chromosome XIII:CM004875.2; chromosome XIV:CM004876.2; chromosome XV:CM004877.2; chromosome XVI:CM004878.2,MBUN02,81,-,-,2016/09/12,2016/11/09,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/445/GCA_001737445.2_ASM173744v2
"Saccharomyces cerevisiae","wine013",SAMN05190505 ,PRJNA323691,"Fungi","Ascomycetes",12.1041,38.4752,GCA_001737505.2 ,chromosome I:CM004879.2; chromosome II:CM004880.2; chromosome III:CM004881.2; chromosome IV:CM004882.2; chromosome V:CM004883.2; chromosome VI:CM004884.2; chromosome VII:CM004885.2; chromosome VIII:CM004886.2; chromosome IX:CM004887.2; chromosome X:CM004888.2; chromosome XI:CM004889.2; chromosome XII:CM004890.2; chromosome XIII:CM004891.2; chromosome XIV:CM004892.2; chromosome XV:CM004893.2; chromosome XVI:CM004894.2,MBUO02,169,-,-,2016/09/12,2016/11/09,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/505/GCA_001737505.2_ASM173750v2
"Saccharomyces cerevisiae","wine012",SAMN05190504 ,PRJNA323691,"Fungi","Ascomycetes",12.1565,38.3331,GCA_001737515.2 ,chromosome I:CM004895.2; chromosome II:CM004896.2; chromosome III:CM004897.2; chromosome IV:CM004898.2; chromosome V:CM004899.2; chromosome VI:CM004900.2; chromosome VII:CM004901.2; chromosome VIII:CM004902.2; chromosome IX:CM004903.2; chromosome X:CM004904.2; chromosome XI:CM004905.2; chromosome XII:CM004906.2; chromosome XIII:CM004907.2; chromosome XIV:CM004908.2; chromosome XV:CM004909.2; chromosome XVI:CM004910.2,MBUP02,302,-,-,2016/09/12,2016/10/25,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/515/GCA_001737515.2_ASM173751v2
"Saccharomyces cerevisiae","wine011",SAMN05190503 ,PRJNA323691,"Fungi","Ascomycetes",12.1541,38.517,GCA_001737535.2 ,chromosome I:CM004911.2; chromosome II:CM004912.2; chromosome III:CM004913.2; chromosome IV:CM004914.2; chromosome V:CM004915.2; chromosome VI:CM004916.2; chromosome VII:CM004917.2; chromosome VIII:CM004918.2; chromosome IX:CM004919.2; chromosome X:CM004920.2; chromosome XI:CM004921.2; chromosome XII:CM004922.2; chromosome XIII:CM004923.2; chromosome XIV:CM004924.2; chromosome XV:CM004925.2; chromosome XVI:CM004926.2,MBUQ02,103,-,-,2016/09/12,2016/11/09,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/535/GCA_001737535.2_ASM173753v2
"Saccharomyces cerevisiae","wine010",SAMN05190502 ,PRJNA323691,"Fungi","Ascomycetes",12.3265,38.4896,GCA_001737545.2 ,chromosome I:CM004927.2; chromosome II:CM004928.2; chromosome III:CM004929.2; chromosome IV:CM004930.2; chromosome V:CM004931.2; chromosome VI:CM004932.2; chromosome VII:CM004933.2; chromosome VIII:CM004934.2; chromosome IX:CM004935.2; chromosome X:CM004936.2; chromosome XI:CM004937.2; chromosome XII:CM004938.2; chromosome XIII:CM004939.2; chromosome XIV:CM004940.2; chromosome XV:CM004941.2; chromosome XVI:CM004942.2,MBUR02,220,-,-,2016/09/12,2016/11/09,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/545/GCA_001737545.2_ASM173754v2
"Saccharomyces cerevisiae","wine009",SAMN05190501 ,PRJNA323691,"Fungi","Ascomycetes",12.2287,38.6277,GCA_001737625.2 ,chromosome I:CM004943.2; chromosome II:CM004944.2; chromosome III:CM004945.2; chromosome IV:CM004946.2; chromosome V:CM004947.2; chromosome VI:CM004948.2; chromosome VII:CM004949.2; chromosome VIII:CM004950.2; chromosome IX:CM004951.2; chromosome X:CM004952.2; chromosome XI:CM004953.2; chromosome XII:CM004954.2; chromosome XIII:CM004955.2; chromosome XIV:CM004956.2; chromosome XV:CM004957.2; chromosome XVI:CM004958.2,MBUS02,98,-,-,2016/09/12,2016/11/09,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/625/GCA_001737625.2_ASM173762v2
"Saccharomyces cerevisiae","wine008",SAMN05190500 ,PRJNA323691,"Fungi","Ascomycetes",11.8436,38.2707,GCA_001737635.2 ,chromosome I:CM004959.2; chromosome II:CM004960.2; chromosome III:CM004961.2; chromosome IV:CM004962.2; chromosome V:CM004963.2; chromosome VI:CM004964.2; chromosome VII:CM004965.2; chromosome VIII:CM004966.2; chromosome IX:CM004967.2; chromosome X:CM004968.2; chromosome XI:CM004969.2; chromosome XII:CM004970.2; chromosome XIII:CM004971.2; chromosome XIV:CM004972.2; chromosome XV:CM004973.2; chromosome XVI:CM004974.2,MBUT02,200,-,-,2016/09/12,2016/11/09,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/635/GCA_001737635.2_ASM173763v2
"Saccharomyces cerevisiae","wine007",SAMN05190499 ,PRJNA323691,"Fungi","Ascomycetes",12.081,38.3633,GCA_001737645.2 ,chromosome I:CM004975.2; chromosome II:CM004976.2; chromosome III:CM004977.2; chromosome IV:CM004978.2; chromosome V:CM004979.2; chromosome VI:CM004980.2; chromosome VII:CM004981.2; chromosome VIII:CM004982.2; chromosome IX:CM004983.2; chromosome X:CM004984.2; chromosome XI:CM004985.2; chromosome XII:CM004986.2; chromosome XIII:CM004987.2; chromosome XIV:CM004988.2; chromosome XV:CM004989.2; chromosome XVI:CM004990.2,MBUU02,190,-,-,2016/09/12,2016/11/09,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/645/GCA_001737645.2_ASM173764v2
"Saccharomyces cerevisiae","wine006",SAMN05190498 ,PRJNA323691,"Fungi","Ascomycetes",12.0275,38.4709,GCA_001737655.2 ,chromosome I:CM004991.2; chromosome II:CM004992.2; chromosome III:CM004993.2; chromosome IV:CM004994.2; chromosome V:CM004995.2; chromosome VI:CM004996.2; chromosome VII:CM004997.2; chromosome VIII:CM004998.2; chromosome IX:CM004999.2; chromosome X:CM005000.2; chromosome XI:CM005001.2; chromosome XII:CM005002.2; chromosome XIII:CM005003.2; chromosome XIV:CM005004.2; chromosome XV:CM005005.2; chromosome XVI:CM005006.2,MBUV02,100,-,-,2016/09/12,2016/11/09,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/655/GCA_001737655.2_ASM173765v2
"Saccharomyces cerevisiae","wine005",SAMN05190497 ,PRJNA323691,"Fungi","Ascomycetes",11.891,38.3574,GCA_001737745.2 ,chromosome I:CM005007.2; chromosome II:CM005008.2; chromosome III:CM005009.2; chromosome IV:CM005010.2; chromosome V:CM005011.2; chromosome VI:CM005012.2; chromosome VII:CM005013.2; chromosome VIII:CM005014.2; chromosome IX:CM005015.2; chromosome X:CM005016.2; chromosome XI:CM005017.2; chromosome XII:CM005018.2; chromosome XIII:CM005019.2; chromosome XIV:CM005020.2; chromosome XV:CM005021.2; chromosome XVI:CM005022.2,MBUW02,112,-,-,2016/09/12,2016/11/09,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/745/GCA_001737745.2_ASM173774v2
"Saccharomyces cerevisiae","wine004",SAMN05190496 ,PRJNA323691,"Fungi","Ascomycetes",12.0356,38.4179,GCA_001737755.2 ,chromosome I:CM005023.2; chromosome II:CM005024.2; chromosome III:CM005025.2; chromosome IV:CM005026.2; chromosome V:CM005027.2; chromosome VI:CM005028.2; chromosome VII:CM005029.2; chromosome VIII:CM005030.2; chromosome IX:CM005031.2; chromosome X:CM005032.2; chromosome XI:CM005033.2; chromosome XII:CM005034.2; chromosome XIII:CM005035.2; chromosome XIV:CM005036.2; chromosome XV:CM005037.2; chromosome XVI:CM005038.2,MBUX02,75,-,-,2016/09/12,2016/11/09,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/755/GCA_001737755.2_ASM173775v2
"Saccharomyces cerevisiae","wine003",SAMN05190495 ,PRJNA323691,"Fungi","Ascomycetes",12.2394,38.5947,GCA_001737765.2 ,chromosome I:CM005039.2; chromosome II:CM005040.2; chromosome III:CM005041.2; chromosome IV:CM005042.2; chromosome V:CM005043.2; chromosome VI:CM005044.2; chromosome VII:CM005045.2; chromosome VIII:CM005046.2; chromosome IX:CM005047.2; chromosome X:CM005048.2; chromosome XI:CM005049.2; chromosome XII:CM005050.2; chromosome XIII:CM005051.2; chromosome XIV:CM005052.2; chromosome XV:CM005053.2; chromosome XVI:CM005054.2,MBUY02,122,-,-,2016/09/12,2016/11/09,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/765/GCA_001737765.2_ASM173776v2
"Saccharomyces cerevisiae","wine002",SAMN05190494 ,PRJNA323691,"Fungi","Ascomycetes",12.0617,38.3737,GCA_001737785.2 ,chromosome I:CM005055.2; chromosome II:CM005056.2; chromosome III:CM005057.2; chromosome IV:CM005058.2; chromosome V:CM005059.2; chromosome VI:CM005060.2; chromosome VII:CM005061.2; chromosome VIII:CM005062.2; chromosome IX:CM005063.2; chromosome X:CM005064.2; chromosome XI:CM005065.2; chromosome XII:CM005066.2; chromosome XIII:CM005067.2; chromosome XIV:CM005068.2; chromosome XV:CM005069.2; chromosome XVI:CM005070.2,MBUZ02,58,-,-,2016/09/12,2016/11/09,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/785/GCA_001737785.2_ASM173778v2
"Saccharomyces cerevisiae","wine001",SAMN05190493 ,PRJNA323691,"Fungi","Ascomycetes",11.9942,38.4362,GCA_001737865.2 ,chromosome I:CM005071.2; chromosome II:CM005072.2; chromosome III:CM005073.2; chromosome IV:CM005074.2; chromosome V:CM005075.2; chromosome VI:CM005076.2; chromosome VII:CM005077.2; chromosome VIII:CM005078.2; chromosome IX:CM005079.2; chromosome X:CM005080.2; chromosome XI:CM005081.2; chromosome XII:CM005082.2; chromosome XIII:CM005083.2; chromosome XIV:CM005084.2; chromosome XV:CM005085.2; chromosome XVI:CM005086.2,MBVA02,86,-,-,2016/09/12,2016/11/09,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/865/GCA_001737865.2_ASM173786v2
"Saccharomyces cerevisiae","spirits011",SAMN05190492 ,PRJNA323691,"Fungi","Ascomycetes",12.0634,38.4368,GCA_001737875.1 ,chromosome I:CM005087.1; chromosome II:CM005088.1; chromosome III:CM005089.1; chromosome IV:CM005090.1; chromosome V:CM005091.1; chromosome VI:CM005092.1; chromosome VII:CM005093.1; chromosome VIII:CM005094.1; chromosome IX:CM005095.1; chromosome X:CM005096.1; chromosome XI:CM005097.1; chromosome XII:CM005098.1; chromosome XIII:CM005099.1; chromosome XIV:CM005100.1; chromosome XV:CM005101.1; chromosome XVI:CM005102.1,MBVB01,177,-,-,2016/09/12,2016/09/21,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/875/GCA_001737875.1_ASM173787v1
"Saccharomyces cerevisiae","spirits010",SAMN05190491 ,PRJNA323691,"Fungi","Ascomycetes",12.3951,38.3148,GCA_001737885.1 ,chromosome I:CM005103.1; chromosome II:CM005104.1; chromosome III:CM005105.1; chromosome IV:CM005106.1; chromosome V:CM005107.1; chromosome VI:CM005108.1; chromosome VII:CM005109.1; chromosome VIII:CM005110.1; chromosome IX:CM005111.1; chromosome X:CM005112.1; chromosome XI:CM005113.1; chromosome XII:CM005114.1; chromosome XIII:CM005115.1; chromosome XIV:CM005116.1; chromosome XV:CM005117.1; chromosome XVI:CM005118.1,MBVC01,500,-,-,2016/09/12,2016/09/21,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/885/GCA_001737885.1_ASM173788v1
"Saccharomyces cerevisiae","spirits009",SAMN05190490 ,PRJNA323691,"Fungi","Ascomycetes",12.3136,38.2589,GCA_001737895.1 ,chromosome I:CM005119.1; chromosome II:CM005120.1; chromosome III:CM005121.1; chromosome IV:CM005122.1; chromosome V:CM005123.1; chromosome VI:CM005124.1; chromosome VII:CM005125.1; chromosome VIII:CM005126.1; chromosome IX:CM005127.1; chromosome X:CM005128.1; chromosome XI:CM005129.1; chromosome XII:CM005130.1; chromosome XIII:CM005131.1; chromosome XIV:CM005132.1; chromosome XV:CM005133.1; chromosome XVI:CM005134.1,MBVD01,485,-,-,2016/09/12,2016/09/21,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/895/GCA_001737895.1_ASM173789v1
"Saccharomyces cerevisiae","spirits008",SAMN05190489 ,PRJNA323691,"Fungi","Ascomycetes",12.4098,38.3487,GCA_001737985.1 ,chromosome I:CM005135.1; chromosome II:CM005136.1; chromosome III:CM005137.1; chromosome IV:CM005138.1; chromosome V:CM005139.1; chromosome VI:CM005140.1; chromosome VII:CM005141.1; chromosome VIII:CM005142.1; chromosome IX:CM005143.1; chromosome X:CM005144.1; chromosome XI:CM005145.1; chromosome XII:CM005146.1; chromosome XIII:CM005147.1; chromosome XIV:CM005148.1; chromosome XV:CM005149.1; chromosome XVI:CM005150.1,MBVE01,587,-,-,2016/09/12,2016/09/21,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/985/GCA_001737985.1_ASM173798v1
"Saccharomyces cerevisiae","spirits007",SAMN05190488 ,PRJNA323691,"Fungi","Ascomycetes",12.3584,38.3696,GCA_001737995.1 ,chromosome I:CM005151.1; chromosome II:CM005152.1; chromosome III:CM005153.1; chromosome IV:CM005154.1; chromosome V:CM005155.1; chromosome VI:CM005156.1; chromosome VII:CM005157.1; chromosome VIII:CM005158.1; chromosome IX:CM005159.1; chromosome X:CM005160.1; chromosome XI:CM005161.1; chromosome XII:CM005162.1; chromosome XIII:CM005163.1; chromosome XIV:CM005164.1; chromosome XV:CM005165.1; chromosome XVI:CM005166.1,MBVF01,325,-,-,2016/09/12,2016/09/21,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/995/GCA_001737995.1_ASM173799v1
"Saccharomyces cerevisiae","spirits006",SAMN05190487 ,PRJNA323691,"Fungi","Ascomycetes",12.0773,38.4022,GCA_001738005.1 ,chromosome I:CM005167.1; chromosome II:CM005168.1; chromosome III:CM005169.1; chromosome IV:CM005170.1; chromosome V:CM005171.1; chromosome VI:CM005172.1; chromosome VII:CM005173.1; chromosome VIII:CM005174.1; chromosome IX:CM005175.1; chromosome X:CM005176.1; chromosome XI:CM005177.1; chromosome XII:CM005178.1; chromosome XIII:CM005179.1; chromosome XIV:CM005180.1; chromosome XV:CM005181.1; chromosome XVI:CM005182.1,MBVG01,112,-,-,2016/09/12,2016/09/21,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/005/GCA_001738005.1_ASM173800v1
"Saccharomyces cerevisiae","spirits005",SAMN05190486 ,PRJNA323691,"Fungi","Ascomycetes",12.0994,38.2805,GCA_001738015.1 ,chromosome I:CM005183.1; chromosome II:CM005184.1; chromosome III:CM005185.1; chromosome IV:CM005186.1; chromosome V:CM005187.1; chromosome VI:CM005188.1; chromosome VII:CM005189.1; chromosome VIII:CM005190.1; chromosome IX:CM005191.1; chromosome X:CM005192.1; chromosome XI:CM005193.1; chromosome XII:CM005194.1; chromosome XIII:CM005195.1; chromosome XIV:CM005196.1; chromosome XV:CM005197.1; chromosome XVI:CM005198.1,MBVH01,263,-,-,2016/09/12,2016/09/21,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/015/GCA_001738015.1_ASM173801v1
"Saccharomyces cerevisiae","spirits004",SAMN05190485 ,PRJNA323691,"Fungi","Ascomycetes",12.2543,38.3703,GCA_001738105.1 ,chromosome I:CM005215.1; chromosome II:CM005216.1; chromosome III:CM005217.1; chromosome IV:CM005218.1; chromosome V:CM005219.1; chromosome VI:CM005220.1; chromosome VII:CM005221.1; chromosome VIII:CM005222.1; chromosome IX:CM005223.1; chromosome X:CM005224.1; chromosome XI:CM005225.1; chromosome XII:CM005226.1; chromosome XIII:CM005227.1; chromosome XIV:CM005228.1; chromosome XV:CM005229.1; chromosome XVI:CM005230.1,MBVI01,268,-,-,2016/09/12,2016/09/21,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/105/GCA_001738105.1_ASM173810v1
"Saccharomyces cerevisiae","spirits003",SAMN05190484 ,PRJNA323691,"Fungi","Ascomycetes",12.2977,38.2991,GCA_001738115.1 ,chromosome I:CM005199.1; chromosome II:CM005200.1; chromosome III:CM005201.1; chromosome IV:CM005202.1; chromosome V:CM005203.1; chromosome VI:CM005204.1; chromosome VII:CM005205.1; chromosome VIII:CM005206.1; chromosome IX:CM005207.1; chromosome X:CM005208.1; chromosome XI:CM005209.1; chromosome XII:CM005210.1; chromosome XIII:CM005211.1; chromosome XIV:CM005212.1; chromosome XV:CM005213.1; chromosome XVI:CM005214.1,MBVJ01,415,-,-,2016/09/12,2016/09/21,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/115/GCA_001738115.1_ASM173811v1
"Saccharomyces cerevisiae","spirits002",SAMN05190483 ,PRJNA323691,"Fungi","Ascomycetes",12.0836,38.5037,GCA_001738125.1 ,chromosome I:CM005231.1; chromosome II:CM005232.1; chromosome III:CM005233.1; chromosome IV:CM005234.1; chromosome V:CM005235.1; chromosome VI:CM005236.1; chromosome VII:CM005237.1; chromosome VIII:CM005238.1; chromosome IX:CM005239.1; chromosome X:CM005240.1; chromosome XI:CM005241.1; chromosome XII:CM005242.1; chromosome XIII:CM005243.1; chromosome XIV:CM005244.1; chromosome XV:CM005245.1; chromosome XVI:CM005246.1,MBVK01,84,-,-,2016/09/12,2016/09/21,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/125/GCA_001738125.1_ASM173812v1
"Saccharomyces cerevisiae","spirits001",SAMN05190482 ,PRJNA323691,"Fungi","Ascomycetes",13.2505,38.2374,GCA_001738135.2 ,chromosome I:CM005247.2; chromosome II:CM005248.2; chromosome III:CM005249.2; chromosome IV:CM005250.2; chromosome V:CM005251.2; chromosome VI:CM005252.2; chromosome VII:CM005253.2; chromosome VIII:CM005254.2; chromosome IX:CM005255.2; chromosome X:CM005256.2; chromosome XI:CM005257.2; chromosome XII:CM005258.2; chromosome XIII:CM005259.2; chromosome XIV:CM005260.2; chromosome XV:CM005261.2; chromosome XVI:CM005262.2,MBVL02,1476,-,-,2016/09/12,2016/11/09,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/135/GCA_001738135.2_ASM173813v2
"Saccharomyces cerevisiae","sake007",SAMN05190481 ,PRJNA323691,"Fungi","Ascomycetes",11.8735,38.2173,GCA_001738225.1 ,chromosome I:CM005263.1; chromosome II:CM005264.1; chromosome III:CM005265.1; chromosome IV:CM005266.1; chromosome V:CM005267.1; chromosome VI:CM005268.1; chromosome VII:CM005269.1; chromosome VIII:CM005270.1; chromosome IX:CM005271.1; chromosome X:CM005272.1; chromosome XI:CM005273.1; chromosome XII:CM005274.1; chromosome XIII:CM005275.1; chromosome XIV:CM005276.1; chromosome XV:CM005277.1; chromosome XVI:CM005278.1,MBVM01,123,-,-,2016/09/12,2016/09/21,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/225/GCA_001738225.1_ASM173822v1
"Saccharomyces cerevisiae","sake006",SAMN05190480 ,PRJNA323691,"Fungi","Ascomycetes",11.789,38.2778,GCA_001738235.1 ,chromosome I:CM005279.1; chromosome II:CM005280.1; chromosome III:CM005281.1; chromosome IV:CM005282.1; chromosome V:CM005283.1; chromosome VI:CM005284.1; chromosome VII:CM005285.1; chromosome VIII:CM005286.1; chromosome IX:CM005287.1; chromosome X:CM005288.1; chromosome XI:CM005289.1; chromosome XII:CM005290.1; chromosome XIII:CM005291.1; chromosome XIV:CM005292.1; chromosome XV:CM005293.1; chromosome XVI:CM005294.1,MBVN01,93,-,-,2016/09/12,2016/09/21,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/235/GCA_001738235.1_ASM173823v1
