#Organism/Name,BioProject,Group,SubGroup,Size (Kb),GC%,Host,Segmemts,Genes,Proteins,Release Date,Modify Date,Level
"Tomato mottle leaf curl virus",PRJNA356438,"ssDNA viruses","Geminiviridae",2.632,44.9,"plants", DNA-A:NC_032006.1/KX896398.1,5,5,2016/11/26,2016/12/06,Complete Genome
"Rattus norvegicus polyomavirus 2",PRJNA356437,"dsDNA viruses, no RNA stage","Polyomaviridae",5.108,43.7,"vertebrates",NC_032005.1/KX808699.1,6,6,2016/11/26,2016/12/06,Complete Genome
"Simian mastadenovirus WIV19",PRJNA357484,"dsDNA viruses, no RNA stage","Adenoviridae",33.562,56.2,"vertebrates",NC_032105.1/KX505867.1,35,34,2016/12/07,2016/12/14,Complete Genome
"Desmodus rotundus parvovirus",PRJNA357469,"ssDNA viruses","Parvoviridae",4.284,41.9,"vertebrates",NC_032097.1/KX907333.1,2,2,2016/12/13,2016/12/15,Complete Genome
"NL63-related bat coronavirus",PRJNA357487,"ssRNA viruses","Coronaviridae",28.363,39.2,"vertebrates",NC_032107.1/KY073744.1,7,8,2016/12/06,2016/12/14,Complete Genome
"Saccharomyces kudriavzevii virus L-A1",PRJNA357485,"dsRNA viruses","Totiviridae",4.58,45.6,"protozoa",NC_032106.1/KX601068.1,2,2,2016/12/06,2016/12/14,Complete Genome
"Euscelidius variegatus virus 1",PRJNA356613,"ssRNA viruses","Iflaviridae",10.623,40.9,"invertebrates",NC_032087.1/KX432289.1,1,1,2016/11/27,2016/12/14,Complete Genome
"Arachis pintoi virus",PRJNA357486,"ssRNA viruses","Alphaflexiviridae",7.599,51.1,"plants",NC_032104.1/KX058345.1,5,5,2016/12/06,2016/12/14,Complete Genome
"Vernonia crinkle virus",PRJNA357630,"ssDNA viruses","Geminiviridae",2.791,43.2,"plants",NC_032118.1/KX831132.1,6,6,2016/12/12,2016/12/16,Complete Genome
"BeAn 58058 virus",PRJNA357638,"dsDNA viruses, no RNA stage","Poxviridae",163.005,24.2,"vertebrates",NC_032111.1/KY094066.1,210,210,2016/12/10,2016/12/16,Complete Genome
"Bivalve RNA virus G3",PRJNA357835,"ssRNA viruses","unclassified",7.915,37.6,"invertebrates",NC_032114.1/KX158873.1,1,1,2016/12/15,2016/12/16,Complete Genome
"Bivalve RNA virus G5",PRJNA357836,"ssRNA viruses","Dicistroviridae",7.835,39.3,"invertebrates",NC_032115.1/KX158874.1,2,2,2016/12/15,2016/12/16,Complete Genome
"Bivalve RNA virus G1",PRJNA357837,"ssRNA viruses","Dicistroviridae",9.756,41.2,"invertebrates",NC_032112.1/KX158871.1,2,2,2016/12/15,2016/12/16,Complete Genome
"Vernonia crinkle betasatellite",PRJNA357838,"Satellites","unclassified",1.365,39,"plants",NC_032119.1/KX831134.1,1,1,2016/12/12,2016/12/16,Complete Genome
"Leptonychotes weddellii polyomavirus 1",PRJNA357839,"dsDNA viruses, no RNA stage","Polyomaviridae",5.186,42.2,"vertebrates",NC_032120.1/KX533457.1,7,7,2016/12/12,2016/12/16,Complete Genome
"Bivalve RNA virus G4",PRJNA357840,"Other","Other",7.567,49.7,"invertebrates",NC_032116.1/KX158875.1,1,1,2016/12/15,2016/12/16,Complete Genome
"Bivalve RNA virus G2",PRJNA357841,"ssRNA viruses","unclassified",8.051,47.1,"invertebrates",NC_032113.1/KX158872.1,2,2,2016/12/15,2016/12/16,Complete Genome
"Bivalve hepelivirus G",PRJNA357842,"Other","Other",7.401,36.5,"invertebrates",NC_032117.1/KX158876.1,3,3,2016/12/15,2016/12/16,Complete Genome
"Hubei narna-like virus 24",PRJNA357859,"Other","Other",2.226,41.9,"invertebrates",NC_032121.1/KX883547.1,1,1,2016/12/10,2016/12/19,Complete Genome
"Beihai permutotetra-like virus 2",PRJNA358102,"Other","Other",4.208,49.8,"invertebrates",NC_032122.1/KX883438.1,2,2,2016/12/10,2016/12/22,Complete Genome
"Wuhan large pig roundworm virus 1",PRJNA358546,"Other","Other",2.838,45.6006,"invertebrates", 1:NC_032130.1/KX884219.1;  2:NC_032148.1/KX884220.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Beihai sphaeromadae virus 3",PRJNA358542,"Other","Other",4.478,50.5413,"invertebrates", 1:NC_032154.1/KX883039.1;  2:NC_032155.1/KX883040.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Shahe hepe-like virus 2",PRJNA358550,"Other","Other",10.233,41.9,"invertebrates",NC_032124.1/KX883797.1,6,6,2016/12/10,2017/01/03,Complete Genome
"Hubei insect virus 2",PRJNA358554,"Other","Other",30.268,37.8556,"invertebrates", 1:NC_032167.1/KX884578.1;  10:NC_032170.1/KX884587.1;  2:NC_032161.1/KX884579.1;  3:NC_032162.1/KX884580.1;  4:NC_032168.1/KX884581.1;  5:NC_032163.1/KX884582.1;  6:NC_032164.1/KX884583.1;  7:NC_032169.1/KX884584.1;  8:NC_032165.1/KX884585.1;  9:NC_032166.1/KX884586.1,11,11,2016/12/10,2017/01/03,Complete Genome
"Beihai barnacle virus 13",PRJNA358541,"Other","Other",2.96,55.6434,"invertebrates", 1:NC_032133.1/KX884069.1;  2:NC_032134.1/KX884070.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Wuhan spider virus 2",PRJNA358545,"Other","Other",10.305,37.2,"invertebrates",NC_032128.1/KX883689.1,1,1,2016/12/10,2016/12/22,Complete Genome
"Shahe heteroptera virus 3",PRJNA358549,"Other","Other",11.076,41.1381,"invertebrates", L:NC_032140.1/KX884813.1;  M:NC_032142.1/KX884814.1;  S:NC_032141.1/KX884815.1,3,3,2016/12/10,2017/01/03,Complete Genome
"Hubei odonate virus 8",PRJNA358553,"Other","Other",10.837,35.693,"invertebrates", L:NC_032151.1/KX884775.1;  M:NC_032153.1/KX884776.1;  S:NC_032152.1/KX884777.1,3,3,2016/12/10,2017/01/03,Complete Genome
"Beihai mollusks virus 1",PRJNA358557,"Other","Other",8.805,35.6,"invertebrates",NC_032129.1/KX884377.1,2,2,2016/12/10,2016/12/22,Complete Genome
"Beihai hepe-like virus 4",PRJNA358540,"Other","Other",12.648,44.7,"invertebrates",NC_032127.1/KX883758.1,4,4,2016/12/10,2017/01/03,Complete Genome
"Xinzhou partiti-like virus 1",PRJNA358544,"Other","Other",2.745,46.3252,"invertebrates", 1:NC_032131.1/KX884238.1;  2:NC_032132.1/KX884239.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Wenling crustacean virus 9",PRJNA358548,"Other","Other",10.757,39.3892,"invertebrates", L:NC_032143.1/KX884856.1;  M:NC_032144.1/KX884857.1;  S:NC_032145.1/KX884858.1,3,3,2016/12/10,2017/01/03,Complete Genome
"Hubei diptera virus 18",PRJNA358556,"Other","Other",3.436,35.3944,"invertebrates", 1:NC_032156.1/KX884150.1;  2:NC_032157.1/KX884151.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei odonate virus 9",PRJNA358552,"Other","Other",10.542,37.5106,"invertebrates", L:NC_032135.1/KX884786.1;  M:NC_032136.1/KX884787.1;  S:NC_032137.1/KX884788.1,3,3,2016/12/10,2017/01/03,Complete Genome
"Shahe hepe-like virus 1",PRJNA358238,"Other","Other",9.839,39.5,"invertebrates",NC_032123.1/KX883796.1,5,5,2016/12/10,2017/01/03,Complete Genome
"Livupivirus A",PRJNA358543,"ssRNA viruses","unclassified",7.768,46.8,"vertebrates",NC_032126.1/KX463670.1,1,1,2016/12/19,2016/12/22,Complete Genome
"Wuhan insect virus 23",PRJNA358547,"Other","Other",2.858,45.4643,"invertebrates", 1:NC_032146.1/KX884196.1;  2:NC_032147.1/KX884197.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei partiti-like virus 11",PRJNA358551,"Other","Other",3.358,41.2305,"invertebrates", 1:NC_032139.1/KX884126.1;  2:NC_032138.1/KX884127.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei diptera virus 3",PRJNA358555,"Other","Other",12.096,37.4443,"invertebrates", L:NC_032158.1/KX884796.1;  M:NC_032159.1/KX884797.1;  S:NC_032160.1/KX884798.1,3,3,2016/12/10,2017/01/03,Complete Genome
"Rhizoctonia solani dsRNA virus 3",PRJNA357854,"dsRNA viruses","Partitiviridae",3.727,46.094,"fungi", 1:NC_032150.1/KU565806.1;  2:NC_032149.1/KU565807.2,2,2,2016/04/11,2016/12/27,Complete Genome
"Hubei sobemo-like virus 15",PRJNA358909,"Other","Other",3.049,57,"invertebrates",NC_032208.1/KX882895.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 11",PRJNA358913,"Other","Other",2.803,43.7,"invertebrates",NC_032189.1/KX882868.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei picorna-like virus 82",PRJNA358917,"Other","Other",11.081,36.3,"invertebrates",NC_032222.1/KX883688.1,3,3,2016/12/10,2016/12/27,Complete Genome
"Hubei noda-like virus 17",PRJNA358921,"Other","Other",3.034,47.3,"invertebrates",NC_032241.1/KX883109.1,1,1,2016/12/10,2017/01/03,Complete Genome
"Hubei myriapoda virus 4",PRJNA358925,"Other","Other",12.877,46.5,"invertebrates",NC_032215.1/KX884258.1,2,2,2016/12/10,2016/12/27,Complete Genome
"Hubei mosquito virus 4",PRJNA358929,"Other","Other",4.971,54.3,"invertebrates",NC_032231.1/KX883008.1,3,3,2016/12/10,2017/01/03,Complete Genome
"Hubei earwig virus 3",PRJNA358933,"Other","Other",13.072,37.1,"invertebrates",NC_032175.1/KX883286.1,2,2,2016/12/10,2016/12/27,Complete Genome
"Changjiang tombus-like virus 15",PRJNA358937,"Other","Other",3.639,52,"invertebrates",NC_032230.1/KX883096.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Fusarium langsethiae hypovirus 1",PRJNA358941,"dsRNA viruses","Hypoviridae",12.839,49.6,"fungi",NC_032212.1/KY120321.1,1,1,2016/12/17,2016/12/27,Complete Genome
"Hubei sobemo-like virus 7",PRJNA358945,"Other","Other",2.662,51.1,"invertebrates",NC_032196.1/KX882876.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 48",PRJNA358949,"Other","Other",2.654,49.1,"invertebrates", 1:NC_032232.1/KX882834.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 44",PRJNA358953,"Other","Other",2.718,46.6,"invertebrates",NC_032213.1/KX882901.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 40",PRJNA358957,"Other","Other",2.802,50,"invertebrates",NC_032251.1/KX882849.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 35",PRJNA358961,"Other","Other",3.447,47.7,"invertebrates",NC_032237.1/KX882840.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 31",PRJNA358965,"Other","Other",3.179,43.9,"invertebrates",NC_032223.1/KX882908.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 28",PRJNA358969,"Other","Other",3.164,49.5,"invertebrates",NC_032246.1/KX882845.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 24",PRJNA358973,"Other","Other",2.223,54.2,"invertebrates",NC_032229.1/KX882912.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 2",PRJNA358977,"Other","Other",4.288,51.4,"invertebrates",NC_032214.1/KX882902.1,3,3,2016/12/10,2017/01/03,Complete Genome
"Changjiang crawfish virus 4",PRJNA358981,"Other","Other",9.512,33.7,"invertebrates",NC_032198.1/KX883889.1,1,1,2016/12/10,2016/12/27,Complete Genome
"Beihai sobemo-like virus 17",PRJNA358985,"Other","Other",3.458,47.4,"invertebrates",NC_032219.1/KX882820.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Beihai picorna-like virus 53",PRJNA358993,"Other","Other",9.949,42.8,"invertebrates",NC_032192.1/KX883400.1,2,2,2016/12/10,2016/12/27,Complete Genome
"Beihai picorna-like virus 103",PRJNA358997,"Other","Other",6.313,32.4,"invertebrates",NC_032201.1/KX883318.1,1,1,2016/12/10,2016/12/27,Complete Genome
"Beihai picorna-like virus 5",PRJNA358206,"Other","Other",9.888,43.4,"invertebrates",NC_032125.1/KX883398.1,2,2,2016/12/10,2016/12/27,Complete Genome
"Beihai noda-like virus 18",PRJNA358596,"Other","Other",3.22,52.6,"invertebrates",NC_032172.1/KX883282.1,1,1,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 12",PRJNA358912,"Other","Other",2.543,45.5,"invertebrates",NC_032182.1/KX882863.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei polero-like virus 1",PRJNA358916,"Other","Other",4.213,51.8,"invertebrates",NC_032224.1/KX882909.1,3,3,2016/12/10,2017/01/03,Complete Genome
"Hubei picorna-like virus 24",PRJNA358920,"Other","Other",8.358,37.7,"invertebrates",NC_032186.1/KX883736.1,2,2,2016/12/10,2016/12/27,Complete Genome
"Hubei myriapoda virus 7",PRJNA358924,"Other","Other",16.196,38.7,"invertebrates",NC_032242.1/KX884443.1,6,6,2016/12/10,2017/01/03,Complete Genome
"Hubei myriapoda virus 1",PRJNA358928,"Other","Other",10.283,34.1,"invertebrates",NC_032218.1/KX884260.1,1,1,2016/12/10,2016/12/27,Complete Genome
"Hubei astro-like virus",PRJNA358936,"Other","Other",6.784,48.9,"invertebrates",NC_032203.1/KX884572.1,4,4,2016/12/10,2016/12/27,Complete Genome
"Hubei leech virus 2",PRJNA358932,"Other","Other",9.073,42.5,"invertebrates",NC_032174.1/KX883726.1,2,2,2016/12/10,2016/12/27,Complete Genome
"Soybean latent spherical virus",PRJNA358940,"ssRNA viruses","Secoviridae",13.946,42.8343,"plants", RA11:NC_032270.1/KX424571.1;  RA22:NC_032271.1/KX424572.1,2,2,2016/12/20,2016/12/27,Complete Genome
"Hubei sobemo-like virus 8",PRJNA358944,"Other","Other",2.721,49.9,"invertebrates",NC_032236.1/KX882839.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 49",PRJNA358948,"Other","Other",2.767,49.2,"invertebrates",NC_032233.1/KX882836.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 45",PRJNA358952,"Other","Other",2.748,51.2,"invertebrates",NC_032238.1/KX882841.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 41",PRJNA358956,"Other","Other",2.787,49.5,"invertebrates",NC_032253.1/KX882766.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 36",PRJNA358960,"Other","Other",2.841,40.7,"invertebrates",NC_032188.1/KX882867.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 32",PRJNA358964,"Other","Other",3.325,45.4,"invertebrates",NC_032187.1/KX882866.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 29",PRJNA358968,"Other","Other",3.237,48.3,"invertebrates",NC_032234.1/KX882837.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 25",PRJNA358972,"Other","Other",3.284,53.1,"invertebrates",NC_032248.1/KX882847.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 20",PRJNA358976,"Other","Other",3.152,49.2,"invertebrates",NC_032210.1/KX882814.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 16",PRJNA358980,"Other","Other",3.113,47.1,"invertebrates",NC_032216.1/KX882903.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Beihai sobemo-like virus 24",PRJNA358984,"Other","Other",3.023,48.4,"invertebrates",NC_032183.1/KX882780.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Beihai picorna-like virus 62",PRJNA358992,"Other","Other",8.507,47.2,"invertebrates",NC_032194.1/KX883309.1,1,1,2016/12/10,2016/12/27,Complete Genome
"Beihai picorna-like virus 15",PRJNA358996,"Other","Other",9.11,43.5,"invertebrates",NC_032226.1/KX884506.1,2,2,2016/12/10,2016/12/27,Complete Genome
"Hubei sobemo-like virus 13",PRJNA358911,"Other","Other",2.75,45.1,"invertebrates",NC_032240.1/KX882928.1,3,3,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 1",PRJNA358915,"Other","Other",3.936,56.1,"invertebrates",NC_032207.1/KX882894.1,3,3,2016/12/10,2017/01/03,Complete Genome
"Hubei picorna-like virus 31",PRJNA358919,"Other","Other",8.584,35.4,"invertebrates",NC_032221.1/KX883927.1,1,1,2016/12/10,2016/12/27,Complete Genome
"Hubei myriapoda virus 8",PRJNA358923,"Other","Other",13.517,34.6,"invertebrates",NC_032245.1/KX884444.1,4,4,2016/12/10,2017/01/03,Complete Genome
"Hubei myriapoda virus 2",PRJNA358927,"Other","Other",11.177,38.2,"invertebrates",NC_032211.1/KX884256.1,3,3,2016/12/10,2016/12/27,Complete Genome
"Hubei lepidoptera virus 1",PRJNA358931,"Other","Other",13.913,31.1431,"invertebrates", L:NC_032282.1/KX884772.1;  M:NC_032257.1/KX884773.1;  S:NC_032256.1/KX884774.1,3,3,2016/12/10,2017/01/03,Complete Genome
"Hubei diptera virus 4",PRJNA358935,"Other","Other",12.369,40.5461,"invertebrates", L:NC_032280.1/KX884809.1;  M:NC_032278.1/KX884810.1;  S:NC_032279.1/KX884811.1,3,3,2016/12/10,2017/01/03,Complete Genome
"Plodia interpunctella granulovirus",PRJNA358939,"dsDNA viruses, no RNA stage","Baculoviridae",112.536,44.2,"invertebrates",NC_032255.1/KX151395.1,123,123,2016/12/20,2016/12/27,Complete Genome
"Hubei sobemo-like virus 9",PRJNA358943,"Other","Other",2.782,43.2,"invertebrates",NC_032184.1/KX882865.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 5",PRJNA358947,"Other","Other",3.25,52.7,"invertebrates",NC_032197.1/KX882877.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 46",PRJNA358951,"Other","Other",2.642,44.7,"invertebrates",NC_032195.1/KX882875.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 42",PRJNA358955,"Other","Other",2.791,43.8,"invertebrates",NC_032243.1/KX882843.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 37",PRJNA358959,"Other","Other",2.585,36.7,"invertebrates",NC_032239.1/KX882842.1,3,3,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 33",PRJNA358963,"Other","Other",3.057,47.3,"invertebrates",NC_032227.1/KX882827.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 3",PRJNA358967,"Other","Other",5.221,56,"invertebrates",NC_032217.1/KX882904.1,3,3,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 26",PRJNA358971,"Other","Other",3.211,50.7,"invertebrates",NC_032178.1/KX882775.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 22",PRJNA358975,"Other","Other",3.076,51.3,"invertebrates",NC_032254.1/KX882937.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 18",PRJNA358979,"Other","Other",3.226,40.4,"invertebrates",NC_032177.1/KX882772.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Beihai sobemo-like virus 26",PRJNA358983,"Other","Other",2.729,58.2,"invertebrates",NC_032193.1/KX882789.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Beihai sobemo-like virus 10",PRJNA358987,"Other","Other",4.902,52.3,"invertebrates",NC_032204.1/KX882803.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Beihai picorna-like virus 70",PRJNA358991,"Other","Other",9.214,48.4,"invertebrates",NC_032249.1/KX883375.1,2,2,2016/12/10,2016/12/27,Complete Genome
"Beihai picorna-like virus 35",PRJNA358995,"Other","Other",8.955,42.4,"invertebrates",NC_032206.1/KX884483.1,2,2,2016/12/10,2016/12/27,Complete Genome
"Beihai noda-like virus 29",PRJNA358999,"Other","Other",3.168,53.5,"invertebrates",NC_032185.1/KX883049.1,1,1,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 10",PRJNA358914,"Other","Other",2.85,45.7,"invertebrates",NC_032199.1/KX882878.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 14",PRJNA358910,"Other","Other",2.566,47.3,"invertebrates",NC_032252.1/KX882850.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei picorna-like virus 46",PRJNA358918,"Other","Other",10.188,38.8,"invertebrates",NC_032209.1/KX883677.1,1,1,2016/12/10,2016/12/27,Complete Genome
"Hubei narna-like virus 18",PRJNA358922,"Other","Other",2.252,50.3,"invertebrates",NC_032225.1/KX883517.1,2,2,2016/12/10,2016/12/27,Complete Genome
"Hubei myriapoda virus 3",PRJNA358926,"Other","Other",10.892,36.2,"invertebrates",NC_032180.1/KX883734.1,4,4,2016/12/10,2016/12/27,Complete Genome
"Changjiang picorna-like virus 1",PRJNA358938,"Other","Other",8.729,50,"invertebrates",NC_032179.1/KX884546.1,1,1,2016/12/10,2016/12/27,Complete Genome
"Hubei diptera virus 5",PRJNA358934,"Other","Other",12.871,33.408,"invertebrates", L:NC_032276.1/KX884799.1;  M:NC_032277.1/KX884800.1;  S:NC_032281.1/KX884801.1,3,3,2016/12/10,2017/01/03,Complete Genome
"Hubei lepidoptera virus 3",PRJNA358930,"Other","Other",24.514,35.7658,"invertebrates", 1:NC_032264.1/KX884614.1;  10:NC_032263.1/KX884622.1;  2:NC_032259.1/KX884615.1;  3:NC_032258.1/KX884613.1;  4:NC_032265.1/KX884616.1;  5:NC_032260.1/KX884617.1;  6:NC_032261.1/KX884618.1;  7:NC_032266.1/KX884619.1;  8:NC_032262.1/KX884620.1;  9:NC_032267.1/KX884621.1,10,10,2016/12/10,2017/01/03,Complete Genome
"Hubei tetragnatha maxillosa virus 6",PRJNA358942,"Other","Other",4.64,45.1359,"invertebrates", 1:NC_032268.1/KX882882.1;  2:NC_032269.1/KX882883.1,3,3,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 6",PRJNA358946,"Other","Other",2.892,50,"invertebrates",NC_032190.1/KX882869.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 47",PRJNA358950,"Other","Other",2.721,43.5,"invertebrates",NC_032191.1/KX882871.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 43",PRJNA358954,"Other","Other",2.645,54.9,"invertebrates",NC_032173.1/KX882769.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 38",PRJNA358958,"Other","Other",2.768,40.2,"invertebrates",NC_032247.1/KX882846.1,3,3,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 34",PRJNA358962,"Other","Other",3.342,37.2,"invertebrates",NC_032200.1/KX882879.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 30",PRJNA358966,"Other","Other",3.215,46.1,"invertebrates",NC_032235.1/KX882838.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 27",PRJNA358970,"Other","Other",3.344,44,"invertebrates",NC_032228.1/KX882911.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 23",PRJNA358974,"Other","Other",3.119,40.4,"invertebrates",NC_032250.1/KX882848.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Hubei sobemo-like virus 19",PRJNA358978,"Other","Other",3.252,40.5,"invertebrates",NC_032176.1/KX882855.1,2,2,2016/12/10,2017/01/03,Complete Genome
"Beihai tombus-like virus 4",PRJNA358982,"Other","Other",5.201,46.9,"invertebrates",NC_032202.1/KX883069.1,3,3,2016/12/10,2017/01/03,Complete Genome
"Beihai sobemo-like virus 14",PRJNA358986,"Other","Other",3.57,46.8,"invertebrates",NC_032220.1/KX882821.1,2,2,2016/12/10,2017/01/03,Complete Genome
